Date,Channel,Sessions,Pageviews,Conversions,Revenue
2025-04-21,Referral,176,436,4,336.85
2025-04-21,Email,706,1834,17,1615.63
2025-04-21,Paid Search,2941,7243,83,7360.9
2025-04-21,Paid Social,1770,4368,39,3107.12
2025-04-22,Organic Search,4312,11184,64,5619.63
2025-04-22,Direct,2464,5920,36,3221.87
2025-04-22,Referral,246,592,6,519.94
2025-04-22,Email,985,2537,24,2005.13
2025-04-22,Paid Search,4439,11171,123,10788.07
2025-04-22,Paid Social,1794,4213,36,3202.01
2025-04-23,Organic Search,3181,8147,47,4092.29
2025-04-23,Direct,1817,4325,27,2374.4
2025-04-23,Referral,181,481,4,345.23
2025-04-23,Email,727,2063,18,1432.12
2025-04-23,Paid Search,4552,9798,123,10289.04
2025-04-23,Paid Social,1633,4257,32,2675.9
2025-04-24,Organic Search,3000,7774,45,3950.88
2025-04-24,Direct,1714,4542,25,2199.36
2025-04-24,Referral,171,401,4,331.34
2025-04-24,Email,685,1776,17,1476.92
2025-04-24,Paid Search,3251,8775,84,7492.32
2025-04-24,Paid Social,1968,5335,36,3170.64
2025-04-25,Organic Search,3791,9919,56,4607.84
2025-04-25,Direct,2166,4642,32,2740.04
2025-04-25,Referral,216,533,5,434.31
2025-04-25,Email,866,2229,21,1752.51
2025-04-25,Paid Search,3086,7559,90,7655.32
2025-04-25,Paid Social,3154,8402,65,5336.47
2025-04-26,Organic Search,2940,6691,44,3737.0
2025-04-26,Direct,1680,4014,25,2130.07
2025-04-26,Referral,168,431,4,343.0
2025-04-26,Email,672,1548,16,1322.99
2025-04-26,Paid Search,1941,4965,49,4197.38
2025-04-26,Paid Social,1920,4540,47,3956.23
2025-04-27,Organic Search,3288,7313,49,4394.15
2025-04-27,Direct,1878,5442,28,2441.73
2025-04-27,Referral,187,477,4,346.8
2025-04-27,Email,751,1788,18,1561.13
2025-04-27,Paid Search,2021,4203,59,4837.59
2025-04-27,Paid Social,2726,7022,51,4317.92
2025-04-28,Organic Search,2925,7929,43,3729.52
2025-04-28,Direct,1671,4112,25,2153.79
2025-04-28,Referral,167,477,4,344.78
2025-04-28,Email,668,1621,16,1392.33
2025-04-28,Paid Search,2664,6919,69,5900.42
2025-04-28,Paid Social,2235,5759,52,4241.66
2025-04-29,Organic Search,4789,12417,71,6077.18
2025-04-29,Direct,2736,6917,41,3495.48
2025-04-29,Referral,273,715,6,473.54
2025-04-29,Email,1094,2772,27,2036.55
2025-04-29,Paid Search,4268,9715,113,9886.52
2025-04-29,Paid Social,2158,5941,51,4701.49
2025-04-30,Organic Search,4616,11644,69,5881.83
2025-04-30,Direct,2637,5580,39,3233.62
2025-04-30,Referral,263,668,6,509.72
2025-04-30,Email,1055,2987,26,2310.38
2025-04-30,Paid Search,3805,7940,95,7809.72
2025-04-30,Paid Social,3416,7958,91,7742.07
2025-05-01,Organic Search,3027,7254,45,3923.17
2025-05-01,Direct,1730,4268,25,2030.28
2025-05-01,Referral,173,469,4,348.69
2025-05-01,Email,692,1701,17,1460.7
2025-05-01,Paid Search,2616,5725,70,5825.31
2025-05-01,Paid Social,1980,4718,47,4219.63
2025-05-02,Organic Search,3281,7861,49,4177.88
2025-05-02,Direct,1875,4570,28,2358.4
2025-05-02,Referral,187,491,4,353.24
2025-05-02,Email,750,1787,18,1440.45
2025-05-02,Paid Search,2332,5745,69,5521.93
2025-05-02,Paid Social,1627,4358,38,3218.68
2025-05-03,Organic Search,2197,5027,32,2461.47
2025-05-03,Direct,1255,3242,18,1558.61
2025-05-03,Referral,125,332,3,258.06
2025-05-03,Email,502,1142,12,995.6
2025-05-03,Paid Search,2042,5113,59,4918.19
2025-05-03,Paid Social,2077,5387,47,3872.51
2025-05-04,Organic Search,3455,9396,51,4333.32
2025-05-04,Direct,1974,4976,29,2491.68
2025-05-04,Referral,197,484,4,321.68
2025-05-04,Email,789,1655,19,1610.55
2025-05-04,Paid Search,3030,6943,90,7850.19
2025-05-04,Paid Social,2294,6002,50,4426.49
2025-05-05,Organic Search,3512,7764,52,4414.16
2025-05-05,Direct,2007,5046,30,2626.18
2025-05-05,Referral,200,441,5,450.24
2025-05-05,Email,802,1896,20,1702.49
2025-05-05,Paid Search,3120,7196,90,7360.98
2025-05-05,Paid Social,1338,2798,31,2765.55
2025-05-06,Organic Search,4263,9902,63,5321.29
2025-05-06,Direct,2436,6082,36,2991.61
2025-05-06,Referral,243,659,6,501.23
2025-05-06,Email,974,2237,24,2063.31
2025-05-06,Paid Search,5074,14085,130,11257.99
2025-05-06,Paid Social,2177,5239,53,4432.72
2025-05-07,Organic Search,3634,8826,54,4813.2
2025-05-07,Direct,2076,4531,31,2611.12
2025-05-07,Referral,207,464,5,415.23
2025-05-07,Email,830,1862,20,1679.47
2025-05-07,Paid Search,3745,8086,102,9054.95
2025-05-07,Paid Social,1714,4518,38,3292.25
2025-05-08,Organic Search,3258,7738,48,4003.4
2025-05-08,Direct,1862,4379,27,2269.82
2025-05-08,Referral,186,412,4,321.06
2025-05-08,Email,744,1707,18,1544.23
2025-05-08,Paid Search,2735,6017,72,5749.77
2025-05-08,Paid Social,1727,4271,42,3580.98
2025-05-09,Organic Search,2330,5851,34,2856.42
2025-05-09,Direct,1331,3419,19,1495.1
2025-05-09,Referral,133,339,3,248.4
2025-05-09,Email,532,1358,13,1114.16
2025-05-09,Paid Search,2335,5332,71,5745.99
2025-05-09,Paid Social,1405,2791,39,3245.76
2025-05-10,Organic Search,3268,8891,49,4195.58
2025-05-10,Direct,1867,5614,28,2281.16
2025-05-10,Referral,186,510,4,359.69
2025-05-10,Email,747,1884,18,1562.09
2025-05-10,Paid Search,2665,5770,68,5791.18
2025-05-10,Paid Social,2145,5171,47,3922.25
2025-05-11,Organic Search,3756,10135,56,4834.58
2025-05-11,Direct,2146,5275,32,2695.3
2025-05-11,Referral,214,490,5,438.01
2025-05-11,Email,858,1996,21,1892.74
2025-05-11,Paid Search,2547,6307,75,6415.94
2025-05-11,Paid Social,2410,5231,53,4515.83
2025-05-12,Organic Search,3854,9217,57,4922.6
2025-05-12,Direct,2202,5943,33,2759.63
2025-05-12,Referral,220,580,5,429.41
2025-05-12,Email,881,2096,22,1906.86
2025-05-12,Paid Search,3350,9379,99,8089.51
2025-05-12,Paid Social,2424,5739,52,4397.65
2025-05-13,Organic Search,4472,11209,67,5992.55
2025-05-13,Direct,2555,6656,38,3238.97
2025-05-13,Referral,255,606,6,497.66
2025-05-13,Email,1022,2654,25,2101.24
2025-05-13,Paid Search,3937,10194,124,10690.56
2025-05-13,Paid Social,3014,6894,67,5459.8
2025-05-14,Organic Search,4578,13100,68,5662.22
2025-05-14,Direct,2616,5661,39,3300.24
2025-05-14,Referral,261,684,6,500.19
2025-05-14,Email,1046,2742,26,2343.47
2025-05-14,Paid Search,3820,9038,103,9158.79
2025-05-14,Paid Social,2282,6532,55,4793.48
2025-05-15,Organic Search,3602,10158,54,4760.03
2025-05-15,Direct,2058,4222,30,2579.22
2025-05-15,Referral,205,515,5,418.7
2025-05-15,Email,823,2158,20,1700.75
2025-05-15,Paid Search,3848,9752,113,10144.57
2025-05-15,Paid Social,2781,7167,61,5388.18
2025-05-16,Organic Search,3760,9842,56,4765.32
2025-05-16,Direct,2148,6006,32,2460.2
2025-05-16,Referral,214,514,5,442.73
2025-05-16,Email,859,2250,21,1714.9
2025-05-16,Paid Search,3939,9455,128,10923.15
2025-05-16,Paid Social,1866,4395,41,3441.53
2025-05-17,Organic Search,3598,8210,53,4539.34
2025-05-17,Direct,2056,5247,30,2377.73
2025-05-17,Referral,205,465,5,407.07
2025-05-17,Email,822,2115,20,1577.13
2025-05-17,Paid Search,2233,5604,59,4973.64
2025-05-17,Paid Social,2823,6736,60,4834.49
2025-05-18,Organic Search,2740,6299,41,3538.43
2025-05-18,Direct,1565,3890,23,1952.9
2025-05-18,Referral,156,403,3,263.12
2025-05-18,Email,626,1493,15,1389.34
2025-05-18,Paid Search,2324,6470,57,5054.56
2025-05-18,Paid Social,2521,6126,57,4799.25
2025-05-19,Organic Search,2917,7068,43,3528.43
2025-05-19,Direct,1667,4016,25,2103.05
2025-05-19,Referral,166,402,4,333.89
2025-05-19,Email,666,1661,16,1278.33
2025-05-19,Paid Search,2382,6303,57,4823.19
2025-05-19,Paid Social,1809,4641,37,3191.82
2025-05-20,Organic Search,3510,9122,52,4290.16
2025-05-20,Direct,2006,4918,30,2579.28
2025-05-20,Referral,200,411,5,437.52
2025-05-20,Email,802,1878,20,1658.46
2025-05-20,Paid Search,3281,9198,96,8264.03
2025-05-20,Paid Social,2199,5591,42,3409.46
2025-05-21,Organic Search,5031,11650,75,6173.29
2025-05-21,Direct,2874,6377,43,3640.43
2025-05-21,Referral,287,789,7,596.73
2025-05-21,Email,1149,2665,28,2539.59
2025-05-21,Paid Search,4753,12614,115,9718.98
2025-05-21,Paid Social,2378,6200,54,4435.61
2025-05-22,Organic Search,4057,9248,60,5281.3
2025-05-22,Direct,2318,5591,34,3017.3
2025-05-22,Referral,231,615,5,397.58
2025-05-22,Email,927,2629,23,2009.6
2025-05-22,Paid Search,3423,8519,93,8071.38
2025-05-22,Paid Social,2252,5658,58,5135.36
2025-05-23,Organic Search,2995,7877,44,3567.16
2025-05-23,Direct,1711,4297,25,2223.66
2025-05-23,Referral,171,459,4,318.07
2025-05-23,Email,684,1701,17,1418.23
2025-05-23,Paid Search,2524,6475,72,6033.75
2025-05-23,Paid Social,2655,6529,56,4680.3
2025-05-24,Organic Search,2782,6970,41,3267.31
2025-05-24,Direct,1590,3623,23,2060.89
2025-05-24,Referral,159,429,3,247.77
2025-05-24,Email,636,1695,15,1255.49
2025-05-24,Paid Search,1892,4972,53,4497.56
2025-05-24,Paid Social,2243,6523,44,3645.02
2025-05-25,Organic Search,3065,8643,45,4034.72
2025-05-25,Direct,1751,4337,26,2020.61
2025-05-25,Referral,175,449,4,329.62
2025-05-25,Email,700,1842,17,1397.35
2025-05-25,Paid Search,2513,6178,72,6221.52
2025-05-25,Paid Social,2291,6494,59,4891.66
2025-05-26,Organic Search,4074,10285,61,4937.55
2025-05-26,Direct,2328,6254,34,3013.28
2025-05-26,Referral,232,580,5,425.19
2025-05-26,Email,931,2483,23,2047.16
2025-05-26,Paid Search,3629,7659,103,8625.69
2025-05-26,Paid Social,1568,3497,34,2979.9
2025-05-27,Organic Search,3335,9023,50,4332.21
2025-05-27,Direct,1905,4090,28,2430.49
2025-05-27,Referral,190,498,4,322.34
2025-05-27,Email,762,2002,19,1641.99
2025-05-27,Paid Search,3236,8529,98,8142.46
2025-05-27,Paid Social,1713,3880,40,3388.19
2025-05-28,Organic Search,4102,9568,61,5067.54
2025-05-28,Direct,2344,6024,35,2875.26
2025-05-28,Referral,234,582,5,446.26
2025-05-28,Email,937,2226,23,2071.56
2025-05-28,Paid Search,3709,8972,96,8399.59
2025-05-28,Paid Social,3317,7740,68,5496.53
2025-05-29,Organic Search,3907,9943,58,4789.38
2025-05-29,Direct,2233,5228,33,2801.04
2025-05-29,Referral,223,477,5,424.7
2025-05-29,Email,893,2123,22,1871.46
2025-05-29,Paid Search,3449,9250,91,7745.29
2025-05-29,Paid Social,2643,6154,58,4689.6
2025-05-30,Organic Search,2983,6041,44,3664.44
2025-05-30,Direct,1705,4215,25,2027.76
2025-05-30,Referral,170,471,4,343.98
2025-05-30,Email,682,1923,17,1361.81
2025-05-30,Paid Search,2758,6936,72,6249.6
2025-05-30,Paid Social,2222,5405,55,4903.61
2025-05-31,Organic Search,3521,8943,52,4498.09
2025-05-31,Direct,2012,4784,30,2560.34
2025-05-31,Referral,201,484,5,417.66
2025-05-31,Email,804,2193,20,1723.96
2025-05-31,Paid Search,2881,7003,85,7108.43
2025-05-31,Paid Social,2550,6491,56,4848.36
2025-06-01,Organic Search,3467,8010,52,4490.17
2025-06-01,Direct,1981,5386,29,2563.77
2025-06-01,Referral,198,516,4,349.71
2025-06-01,Email,792,2060,19,1676.67
2025-06-01,Paid Search,2392,6855,71,6197.68
2025-06-01,Paid Social,2085,5016,46,3936.51
2025-06-02,Organic Search,3139,8133,47,3965.56
2025-06-02,Direct,1794,4544,26,2105.8
2025-06-02,Referral,179,429,4,364.02
2025-06-02,Email,717,1780,17,1481.46
2025-06-02,Paid Search,2860,7724,82,6572.67
2025-06-02,Paid Social,2173,5174,41,3486.26
2025-06-03,Organic Search,4263,9648,63,5146.2
2025-06-03,Direct,2436,5496,36,3023.51
2025-06-03,Referral,243,546,6,478.09
2025-06-03,Email,974,2372,24,2037.64
2025-06-03,Paid Search,4714,11277,143,12170.43
2025-06-03,Paid Social,1758,4305,41,3382.52
2025-06-04,Organic Search,4125,10469,61,5249.09
2025-06-04,Direct,2357,5325,35,2970.12
2025-06-04,Referral,235,537,5,433.99
2025-06-04,Email,943,2464,23,1948.25
2025-06-04,Paid Search,3308,8293,84,6953.54
2025-06-04,Paid Social,1634,3708,33,2762.25
2025-06-05,Organic Search,3549,10063,53,4352.98
2025-06-05,Direct,2028,5250,30,2634.75
2025-06-05,Referral,202,512,5,463.35
2025-06-05,Email,811,1894,20,1673.65
2025-06-05,Paid Search,3649,9481,114,9511.89
2025-06-05,Paid Social,1877,4917,45,3812.85
2025-06-06,Organic Search,3574,9915,53,4334.87
2025-06-06,Direct,2042,5232,30,2530.3
2025-06-06,Referral,204,540,5,441.37
2025-06-06,Email,816,2079,20,1676.29
2025-06-06,Paid Search,2743,7653,85,7038.6
2025-06-06,Paid Social,2497,5692,55,4539.03
2025-06-07,Organic Search,2841,8007,42,3788.21
2025-06-07,Direct,1623,4256,24,2085.23
2025-06-07,Referral,162,427,4,350.63
2025-06-07,Email,649,1924,16,1320.14
2025-06-07,Paid Search,2351,5972,69,5929.49
2025-06-07,Paid Social,1341,3033,30,2584.49
2025-06-08,Organic Search,3545,8617,53,4343.14
2025-06-08,Direct,2025,4587,30,2693.02
2025-06-08,Referral,202,440,5,416.56
2025-06-08,Email,810,1757,20,1763.07
2025-06-08,Paid Search,2533,6268,79,6727.45
2025-06-08,Paid Social,2515,6447,59,5183.95
2025-06-09,Organic Search,3621,11232,54,4423.64
2025-06-09,Direct,2069,4751,31,2662.86
2025-06-09,Referral,206,525,5,406.03
2025-06-09,Email,827,1868,20,1811.33
2025-06-09,Paid Search,2479,6929,61,5435.62
2025-06-09,Paid Social,1863,4507,42,3475.64
2025-06-10,Organic Search,3868,9441,58,4879.59
2025-06-10,Direct,2210,4780,33,2581.28
2025-06-10,Referral,221,553,5,413.86
2025-06-10,Email,884,2145,22,1958.8
2025-06-10,Paid Search,3053,7771,82,6914.78
2025-06-10,Paid Social,1928,5469,49,4214.27
2025-06-11,Organic Search,3510,9357,52,4465.33
2025-06-11,Direct,2005,4915,30,2443.3
2025-06-11,Referral,200,570,5,420.42
2025-06-11,Email,802,1994,20,1669.67
2025-06-11,Paid Search,3654,8843,96,8108.89
2025-06-11,Paid Social,2662,6429,66,5738.93
2025-06-12,Organic Search,3229,8726,48,4199.5
2025-06-12,Direct,1845,5069,27,2248.85
2025-06-12,Referral,184,385,4,333.14
2025-06-12,Email,738,1895,18,1469.92
2025-06-12,Paid Search,3213,7937,94,8276.07
2025-06-12,Paid Social,2039,4932,39,3303.7
2025-06-13,Organic Search,3721,9427,55,4822.13
2025-06-13,Direct,2126,5384,31,2630.01
2025-06-13,Referral,212,442,5,420.09
2025-06-13,Email,850,2300,21,1844.62
2025-06-13,Paid Search,2763,6342,71,5909.26
2025-06-13,Paid Social,2035,5060,44,3788.11
2025-06-14,Organic Search,3261,7272,48,3891.3
2025-06-14,Direct,1863,4467,27,2211.76
2025-06-14,Referral,186,516,4,333.21
2025-06-14,Email,745,1722,18,1551.58
2025-06-14,Paid Search,2730,6467,80,6407.96
2025-06-14,Paid Social,2383,5630,56,4639.12
2025-06-15,Organic Search,2496,6373,37,3327.39
2025-06-15,Direct,1426,3279,21,1867.09
2025-06-15,Referral,142,379,3,260.08
2025-06-15,Email,570,1355,14,1152.82
2025-06-15,Paid Search,1550,3737,47,4062.05
2025-06-15,Paid Social,1200,3287,24,2011.91
2025-06-16,Organic Search,3307,7803,49,4267.69
2025-06-16,Direct,1889,4322,28,2320.4
2025-06-16,Referral,188,370,4,346.33
2025-06-16,Email,755,1896,18,1575.74
2025-06-16,Paid Search,2964,8172,87,7631.44
2025-06-16,Paid Social,2324,6368,43,3730.45
2025-06-17,Organic Search,3718,8255,55,4716.7
2025-06-17,Direct,2125,4935,31,2490.41
2025-06-17,Referral,212,615,5,415.41
2025-06-17,Email,850,1908,21,1796.59
2025-06-17,Paid Search,3151,9303,90,7392.59
2025-06-17,Paid Social,2786,6544,57,4987.22
2025-06-18,Organic Search,3517,9490,52,4494.43
2025-06-18,Direct,2010,5182,30,2592.82
2025-06-18,Referral,201,418,5,430.63
2025-06-18,Email,804,1849,20,1686.54
2025-06-18,Paid Search,3331,8223,86,7319.53
2025-06-18,Paid Social,2396,5794,52,4740.69
2025-06-19,Organic Search,3043,7808,45,4120.87
2025-06-19,Direct,1739,3978,26,2124.5
2025-06-19,Referral,173,408,4,335.49
2025-06-19,Email,695,1691,17,1389.0
2025-06-19,Paid Search,2953,6909,77,6701.18
2025-06-19,Paid Social,2771,6364,38,3297.29
2025-06-20,Organic Search,3249,8322,48,4087.26
2025-06-20,Direct,1857,5312,27,2386.21
2025-06-20,Referral,185,437,4,341.02
2025-06-20,Email,742,1847,18,1486.52
2025-06-20,Paid Search,2436,5930,74,6337.47
2025-06-20,Paid Social,1309,2735,25,2159.17
2025-06-21,Organic Search,2739,8085,41,3687.43
2025-06-21,Direct,1565,3943,23,1847.97
2025-06-21,Referral,156,429,3,255.1
2025-06-21,Email,626,1798,15,1280.55
2025-06-21,Paid Search,2010,5645,59,5156.78
2025-06-21,Paid Social,1983,5292,36,3095.77
2025-06-22,Organic Search,2614,5943,39,3302.66
2025-06-22,Direct,1493,3833,22,1973.98
2025-06-22,Referral,149,360,3,253.17
2025-06-22,Email,597,1590,14,1170.12
2025-06-22,Paid Search,2372,5522,66,5737.54
2025-06-22,Paid Social,1308,3745,31,2494.36
2025-06-23,Organic Search,3275,8304,49,4160.1
2025-06-23,Direct,1871,4319,28,2370.41
2025-06-23,Referral,187,426,4,353.09
2025-06-23,Email,748,1898,18,1491.0
2025-06-23,Paid Search,2741,7289,74,6411.66
2025-06-23,Paid Social,2061,5170,49,4275.95
2025-06-24,Organic Search,3296,8558,49,4271.49
2025-06-24,Direct,1883,5414,28,2411.52
2025-06-24,Referral,188,455,4,351.6
2025-06-24,Email,753,1701,18,1541.16
2025-06-24,Paid Search,3712,9040,88,7736.52
2025-06-24,Paid Social,2013,5570,45,3939.73
2025-06-25,Organic Search,3993,9015,59,4988.06
2025-06-25,Direct,2282,5905,34,2937.77
2025-06-25,Referral,228,530,5,394.26
2025-06-25,Email,912,2194,22,1942.98
2025-06-25,Paid Search,3528,10150,91,7875.05
2025-06-25,Paid Social,3536,8327,78,6329.6
2025-06-26,Organic Search,3105,7375,46,3791.25
2025-06-26,Direct,1774,4562,26,2138.62
2025-06-26,Referral,177,430,4,344.2
2025-06-26,Email,709,1591,17,1449.47
2025-06-26,Paid Search,3215,8038,102,8809.32
2025-06-26,Paid Social,1932,4769,44,3837.0
2025-06-27,Organic Search,3414,10041,51,4258.24
2025-06-27,Direct,1951,5032,29,2456.81
2025-06-27,Referral,195,487,4,334.75
2025-06-27,Email,780,1831,19,1616.67
2025-06-27,Paid Search,3456,8282,87,7323.43
2025-06-27,Paid Social,2275,5740,45,4040.99
2025-06-28,Organic Search,2198,5566,32,2845.06
2025-06-28,Direct,1256,3226,18,1423.86
2025-06-28,Referral,125,322,3,235.9
2025-06-28,Email,502,1229,12,1052.47
2025-06-28,Paid Search,1143,2906,32,2447.41
2025-06-28,Paid Social,1880,4256,46,3780.64
2025-06-29,Organic Search,2777,7512,41,3405.63
2025-06-29,Direct,1587,4514,23,1955.82
2025-06-29,Referral,158,388,3,255.54
2025-06-29,Email,634,1499,15,1316.26
2025-06-29,Paid Search,1991,4784,59,5104.88
2025-06-29,Paid Social,1914,5619,42,3718.05
2025-06-30,Organic Search,2941,6615,44,3710.49
2025-06-30,Direct,1680,3930,25,2198.63
2025-06-30,Referral,168,374,4,333.15
2025-06-30,Email,672,1488,16,1391.28
2025-06-30,Paid Search,2880,7130,73,6358.72
2025-06-30,Paid Social,2660,6024,63,5239.38
2025-07-01,Organic Search,3006,8490,45,3900.8
2025-07-01,Direct,1718,4386,25,2153.95
2025-07-01,Referral,171,465,4,341.75
2025-07-01,Email,687,1755,17,1510.66
2025-07-01,Paid Search,2972,8076,84,7006.77
2025-07-01,Paid Social,2097,4868,49,4137.42
2025-07-02,Organic Search,3178,7995,47,3926.34
2025-07-02,Direct,1816,4276,27,2368.34
2025-07-02,Referral,181,367,4,340.92
2025-07-02,Email,726,1815,18,1531.91
2025-07-02,Paid Search,3479,8462,103,8334.58
2025-07-02,Paid Social,2243,5173,51,4462.12
2025-07-03,Organic Search,3651,9715,54,4572.86
2025-07-03,Direct,2086,5414,31,2542.14
2025-07-03,Referral,208,517,5,422.94
2025-07-03,Email,834,2446,20,1743.92
2025-07-03,Paid Search,3255,7421,91,7855.58
2025-07-03,Paid Social,1409,3913,31,2587.98
2025-07-04,Organic Search,2435,6324,36,3211.62
2025-07-04,Direct,1391,3291,20,1719.2
2025-07-04,Referral,139,361,3,251.12
2025-07-04,Email,556,1457,13,1097.83
2025-07-04,Paid Search,2097,5008,70,5787.25
2025-07-04,Paid Social,2339,5432,52,4460.26
2025-07-05,Organic Search,2932,7438,43,3844.49
2025-07-05,Direct,1675,4739,25,2134.09
2025-07-05,Referral,167,387,4,344.38
2025-07-05,Email,670,1690,16,1385.93
2025-07-05,Paid Search,2233,5356,55,4669.17
2025-07-05,Paid Social,1795,4796,39,3159.22
2025-07-06,Organic Search,2322,5930,34,2895.3
2025-07-06,Direct,1327,3127,19,1630.83
2025-07-06,Referral,132,376,3,255.2
2025-07-06,Email,530,1343,13,1097.61
2025-07-06,Paid Search,2159,4970,65,5257.44
2025-07-06,Paid Social,1619,3883,37,2928.4
2025-07-07,Organic Search,2854,7460,42,3642.02
2025-07-07,Direct,1631,3967,24,2101.14
2025-07-07,Referral,163,373,4,352.47
2025-07-07,Email,652,1465,16,1311.38
2025-07-07,Paid Search,2691,6940,74,6289.87
2025-07-07,Paid Social,1619,4025,36,3009.19
2025-07-08,Organic Search,3677,9746,55,4930.53
2025-07-08,Direct,2101,4501,31,2648.37
2025-07-08,Referral,210,496,5,426.17
2025-07-08,Email,840,2220,21,1648.15
2025-07-08,Paid Search,3916,9608,115,9869.29
2025-07-08,Paid Social,1775,4016,37,3319.66
2025-07-09,Organic Search,4098,11241,61,5153.02
2025-07-09,Direct,2342,6401,35,2933.27
2025-07-09,Referral,234,561,5,433.87
2025-07-09,Email,936,2370,23,1888.73
2025-07-09,Paid Search,4051,10893,117,9819.2
2025-07-09,Paid Social,1854,4805,43,3618.22
2025-07-10,Organic Search,3624,9803,54,4704.62
2025-07-10,Direct,2070,4886,31,2635.05
2025-07-10,Referral,207,492,5,418.53
2025-07-10,Email,828,1825,20,1657.96
2025-07-10,Paid Search,3294,8009,87,7128.17
2025-07-10,Paid Social,2345,6605,52,4325.89
2025-07-11,Organic Search,2749,7322,41,3635.48
2025-07-11,Direct,1570,4033,23,1923.76
2025-07-11,Referral,157,361,3,247.14
2025-07-11,Email,628,1462,15,1218.13
2025-07-11,Paid Search,2211,5002,62,5348.82
2025-07-11,Paid Social,1104,2646,26,2240.4
2025-07-12,Organic Search,2440,6338,36,3187.38
2025-07-12,Direct,1394,3861,20,1801.01
2025-07-12,Referral,139,335,3,267.22
2025-07-12,Email,557,1293,13,1138.02
2025-07-12,Paid Search,2003,5402,48,4032.37
2025-07-12,Paid Social,1647,4195,30,2592.18
2025-07-13,Organic Search,2437,5922,36,3076.34
2025-07-13,Direct,1392,2986,20,1616.47
2025-07-13,Referral,139,333,3,255.24
2025-07-13,Email,557,1318,13,1094.67
2025-07-13,Paid Search,1855,4404,54,4759.78
2025-07-13,Paid Social,2084,5216,45,3832.11
2025-07-14,Organic Search,2878,6897,43,3597.17
2025-07-14,Direct,1645,4199,24,2088.61
2025-07-14,Referral,164,475,4,331.07
2025-07-14,Email,658,1687,16,1449.52
2025-07-14,Paid Search,2733,5541,78,6443.33
2025-07-14,Paid Social,2144,5833,44,3516.26
2025-07-15,Organic Search,2449,5714,36,3139.57
2025-07-15,Direct,1399,3699,20,1563.57
2025-07-15,Referral,139,368,3,248.29
2025-07-15,Email,559,1352,13,1068.66
2025-07-15,Paid Search,3195,9212,93,7991.05
2025-07-15,Paid Social,1643,4042,34,2763.56
2025-07-16,Organic Search,3352,8371,50,4195.81
2025-07-16,Direct,1915,4525,28,2331.34
2025-07-16,Referral,191,524,4,317.55
2025-07-16,Email,766,1714,19,1531.56
2025-07-16,Paid Search,3924,9680,118,9749.58
2025-07-16,Paid Social,1650,3807,38,2988.34
2025-07-17,Organic Search,2551,7008,38,3140.76
2025-07-17,Direct,1458,3213,21,1788.07
2025-07-17,Referral,145,357,3,258.28
2025-07-17,Email,583,1490,14,1185.89
2025-07-17,Paid Search,2379,6074,68,5897.27
2025-07-17,Paid Social,1085,2586,20,1683.35
2025-07-18,Organic Search,2329,6254,34,2913.31
2025-07-18,Direct,1331,3573,19,1655.8
2025-07-18,Referral,133,334,3,254.64
2025-07-18,Email,532,1520,13,1040.34
2025-07-18,Paid Search,2314,6423,65,5570.3
2025-07-18,Paid Social,1937,5005,43,3590.74
2025-07-19,Organic Search,2285,5881,34,2945.96
2025-07-19,Direct,1306,3385,19,1670.2
2025-07-19,Referral,130,330,3,243.48
2025-07-19,Email,522,1141,13,1072.77
2025-07-19,Paid Search,1690,4220,44,3605.95
2025-07-19,Paid Social,1477,3731,32,2752.85
2025-07-20,Organic Search,2931,6603,43,3870.13
2025-07-20,Direct,1675,4168,25,2106.84
2025-07-20,Referral,167,461,4,336.09
2025-07-20,Email,670,1890,16,1365.56
2025-07-20,Paid Search,1727,4002,45,3638.77
2025-07-20,Paid Social,2024,5368,40,3231.77
2025-07-21,Organic Search,3304,8146,49,3933.52
2025-07-21,Direct,1888,4624,28,2498.9
2025-07-21,Referral,188,469,4,320.53
2025-07-21,Email,755,1828,18,1531.07
2025-07-21,Paid Search,2622,6476,79,6972.06
2025-07-21,Paid Social,2091,5119,46,4227.7
2025-07-22,Organic Search,3879,9429,58,5050.96
2025-07-22,Direct,2216,5599,33,3007.34
2025-07-22,Referral,221,634,5,425.44
2025-07-22,Email,886,2303,22,1887.8
2025-07-22,Paid Search,2983,7514,92,7807.42
2025-07-22,Paid Social,2730,6490,55,4850.95
2025-07-23,Organic Search,2866,7242,42,3671.69
2025-07-23,Direct,1638,4717,24,2011.42
2025-07-23,Referral,163,409,4,358.77
2025-07-23,Email,655,1461,16,1341.23
2025-07-23,Paid Search,2873,7115,79,6610.46
2025-07-23,Paid Social,2408,5858,63,5264.89
2025-07-24,Organic Search,2970,6416,44,3691.86
2025-07-24,Direct,1697,4190,25,2111.81
2025-07-24,Referral,169,496,4,348.84
2025-07-24,Email,679,1690,16,1426.96
2025-07-24,Paid Search,2911,6862,81,6854.18
2025-07-24,Paid Social,2468,7597,60,5275.57
2025-07-25,Organic Search,3021,8017,45,3949.44
2025-07-25,Direct,1726,4355,25,2066.51
2025-07-25,Referral,172,434,4,329.64
2025-07-25,Email,690,1640,17,1494.8
2025-07-25,Paid Search,3173,6839,83,7587.38
2025-07-25,Paid Social,1064,2630,23,2110.59
2025-07-26,Organic Search,2592,6854,38,3187.04
2025-07-26,Direct,1481,3710,22,1900.33
2025-07-26,Referral,148,336,3,262.17
2025-07-26,Email,592,1322,14,1148.69
